Gene	Exon	Pos_IMGT	Pos_1000G
HLA-B	6	970	31322412
HLA-B	6	969	31322413
HLA-B	6	968	31322414
HLA-B	6	967	31322415
HLA-B	6	966	31322416
HLA-B	6	965	31322417
HLA-B	6	964	31322418
HLA-B	6	963	31322419
HLA-B	6	962	31322420
HLA-B	6	961	31322421
HLA-B	6	960	31322422
HLA-B	6	959	31322423
HLA-B	6	958	31322424
HLA-B	6	957	31322425
HLA-B	6	956	31322426
HLA-B	6	955	31322427
HLA-B	6	954	31322428
HLA-B	6	953	31322429
HLA-B	6	952	31322430
HLA-B	6	951	31322431
HLA-B	6	950	31322432
HLA-B	6	949	31322433
HLA-B	6	948	31322434
HLA-B	6	947	31322435
HLA-B	6	946	31322436
HLA-B	6	945	31322437
HLA-B	6	944	31322438
HLA-B	6	943	31322439
HLA-B	6	942	31322440
HLA-B	6	941	31322441
HLA-B	6	940	31322442
HLA-B	5	939	31322884
HLA-B	5	938	31322885
HLA-B	5	937	31322886
HLA-B	5	936	31322887
HLA-B	5	935	31322888
HLA-B	5	934	31322889
HLA-B	5	933	31322890
HLA-B	5	932	31322891
HLA-B	5	931	31322892
HLA-B	5	930	31322893
HLA-B	5	929	31322894
HLA-B	5	928	31322895
HLA-B	5	927	31322896
HLA-B	5	926	31322897
HLA-B	5	925	31322898
HLA-B	5	924	31322899
HLA-B	5	923	31322900
HLA-B	5	922	31322901
HLA-B	5	921	31322902
HLA-B	5	920	31322903
HLA-B	5	919	31322904
HLA-B	5	918	31322905
HLA-B	5	917	31322906
HLA-B	5	916	31322907
HLA-B	5	915	31322908
HLA-B	5	914	31322909
HLA-B	5	913	31322910
HLA-B	5	912	31322911
HLA-B	5	911	31322912
HLA-B	5	910	31322913
HLA-B	5	909	31322914
HLA-B	5	908	31322915
HLA-B	5	907	31322916
HLA-B	5	906	31322917
HLA-B	5	905	31322918
HLA-B	5	904	31322919
HLA-B	5	903	31322920
HLA-B	5	902	31322921
HLA-B	5	901	31322922
HLA-B	5	900	31322923
HLA-B	5	899	31322924
HLA-B	5	898	31322925
HLA-B	5	897	31322926
HLA-B	5	896	31322927
HLA-B	5	895	31322928
HLA-B	5	894	31322929
HLA-B	5	893	31322930
HLA-B	5	892	31322931
HLA-B	5	891	31322932
HLA-B	5	890	31322933
HLA-B	5	889	31322934
HLA-B	5	888	31322935
HLA-B	5	887	31322936
HLA-B	5	886	31322937
HLA-B	5	885	31322938
HLA-B	5	884	31322939
HLA-B	5	883	31322940
HLA-B	5	882	31322941
HLA-B	5	881	31322942
HLA-B	5	880	31322943
HLA-B	5	879	31322944
HLA-B	5	878	31322945
HLA-B	5	877	31322946
HLA-B	5	876	31322947
HLA-B	5	875	31322948
HLA-B	5	874	31322949
HLA-B	5	873	31322950
HLA-B	5	872	31322951
HLA-B	5	871	31322952
HLA-B	5	870	31322953
HLA-B	5	869	31322954
HLA-B	5	868	31322955
HLA-B	5	867	31322956
HLA-B	5	866	31322957
HLA-B	5	865	31322958
HLA-B	5	864	31322959
HLA-B	5	863	31322960
HLA-B	5	862	31322961
HLA-B	5	861	31322962
HLA-B	5	860	31322963
HLA-B	5	859	31322964
HLA-B	5	858	31322965
HLA-B	5	857	31322966
HLA-B	5	856	31322967
HLA-B	5	855	31322968
HLA-B	5	854	31322969
HLA-B	5	853	31322970
HLA-B	5	852	31322971
HLA-B	5	851	31322972
HLA-B	5	850	31322973
HLA-B	5	849	31322974
HLA-B	5	848	31322975
HLA-B	5	847	31322976
HLA-B	5	846	31322977
HLA-B	5	845	31322978
HLA-B	5	844	31322979
HLA-B	5	843	31322980
HLA-B	5	842	31322981
HLA-B	5	841	31322982
HLA-B	5	840	31322983
HLA-B	5	839	31322984
HLA-B	5	838	31322985
HLA-B	5	837	31322986
HLA-B	5	836	31322987
HLA-B	5	835	31322988
HLA-B	5	834	31322989
HLA-B	5	833	31322990
HLA-B	5	832	31322991
HLA-B	5	831	31322992
HLA-B	5	830	31322993
HLA-B	5	829	31322994
HLA-B	5	828	31322995
HLA-B	5	827	31322996
HLA-B	5	826	31322997
HLA-B	5	825	31322998
HLA-B	5	824	31322999
HLA-B	5	823	31323000
HLA-B	4	822	31323094
HLA-B	4	821	31323095
HLA-B	4	820	31323096
HLA-B	4	819	31323097
HLA-B	4	818	31323098
HLA-B	4	817	31323099
HLA-B	4	816	31323100
HLA-B	4	815	31323101
HLA-B	4	814	31323102
HLA-B	4	813	31323103
HLA-B	4	812	31323104
HLA-B	4	811	31323105
HLA-B	4	810	31323106
HLA-B	4	809	31323107
HLA-B	4	808	31323108
HLA-B	4	807	31323109
HLA-B	4	806	31323110
HLA-B	4	805	31323111
HLA-B	4	804	31323112
HLA-B	4	803	31323113
HLA-B	4	802	31323114
HLA-B	4	801	31323115
HLA-B	4	800	31323116
HLA-B	4	799	31323117
HLA-B	4	798	31323118
HLA-B	4	797	31323119
HLA-B	4	796	31323120
HLA-B	4	795	31323121
HLA-B	4	794	31323122
HLA-B	4	793	31323123
HLA-B	4	792	31323124
HLA-B	4	791	31323125
HLA-B	4	790	31323126
HLA-B	4	789	31323127
HLA-B	4	788	31323128
HLA-B	4	787	31323129
HLA-B	4	786	31323130
HLA-B	4	785	31323131
HLA-B	4	784	31323132
HLA-B	4	783	31323133
HLA-B	4	782	31323134
HLA-B	4	781	31323135
HLA-B	4	780	31323136
HLA-B	4	779	31323137
HLA-B	4	778	31323138
HLA-B	4	777	31323139
HLA-B	4	776	31323140
HLA-B	4	775	31323141
HLA-B	4	774	31323142
HLA-B	4	773	31323143
HLA-B	4	772	31323144
HLA-B	4	771	31323145
HLA-B	4	770	31323146
HLA-B	4	769	31323147
HLA-B	4	768	31323148
HLA-B	4	767	31323149
HLA-B	4	766	31323150
HLA-B	4	765	31323151
HLA-B	4	764	31323152
HLA-B	4	763	31323153
HLA-B	4	762	31323154
HLA-B	4	761	31323155
HLA-B	4	760	31323156
HLA-B	4	759	31323157
HLA-B	4	758	31323158
HLA-B	4	757	31323159
HLA-B	4	756	31323160
HLA-B	4	755	31323161
HLA-B	4	754	31323162
HLA-B	4	753	31323163
HLA-B	4	752	31323164
HLA-B	4	751	31323165
HLA-B	4	750	31323166
HLA-B	4	749	31323167
HLA-B	4	748	31323168
HLA-B	4	747	31323169
HLA-B	4	746	31323170
HLA-B	4	745	31323171
HLA-B	4	744	31323172
HLA-B	4	743	31323173
HLA-B	4	742	31323174
HLA-B	4	741	31323175
HLA-B	4	740	31323176
HLA-B	4	739	31323177
HLA-B	4	738	31323178
HLA-B	4	737	31323179
HLA-B	4	736	31323180
HLA-B	4	735	31323181
HLA-B	4	734	31323182
HLA-B	4	733	31323183
HLA-B	4	732	31323184
HLA-B	4	731	31323185
HLA-B	4	730	31323186
HLA-B	4	729	31323187
HLA-B	4	728	31323188
HLA-B	4	727	31323189
HLA-B	4	726	31323190
HLA-B	4	725	31323191
HLA-B	4	724	31323192
HLA-B	4	723	31323193
HLA-B	4	722	31323194
HLA-B	4	721	31323195
HLA-B	4	720	31323196
HLA-B	4	719	31323197
HLA-B	4	718	31323198
HLA-B	4	717	31323199
HLA-B	4	716	31323200
HLA-B	4	715	31323201
HLA-B	4	714	31323202
HLA-B	4	713	31323203
HLA-B	4	712	31323204
HLA-B	4	711	31323205
HLA-B	4	710	31323206
HLA-B	4	709	31323207
HLA-B	4	708	31323208
HLA-B	4	707	31323209
HLA-B	4	706	31323210
HLA-B	4	705	31323211
HLA-B	4	704	31323212
HLA-B	4	703	31323213
HLA-B	4	702	31323214
HLA-B	4	701	31323215
HLA-B	4	700	31323216
HLA-B	4	699	31323217
HLA-B	4	698	31323218
HLA-B	4	697	31323219
HLA-B	4	696	31323220
HLA-B	4	695	31323221
HLA-B	4	694	31323222
HLA-B	4	693	31323223
HLA-B	4	692	31323224
HLA-B	4	691	31323225
HLA-B	4	690	31323226
HLA-B	4	689	31323227
HLA-B	4	688	31323228
HLA-B	4	687	31323229
HLA-B	4	686	31323230
HLA-B	4	685	31323231
HLA-B	4	684	31323232
HLA-B	4	683	31323233
HLA-B	4	682	31323234
HLA-B	4	681	31323235
HLA-B	4	680	31323236
HLA-B	4	679	31323237
HLA-B	4	678	31323238
HLA-B	4	677	31323239
HLA-B	4	676	31323240
HLA-B	4	675	31323241
HLA-B	4	674	31323242
HLA-B	4	673	31323243
HLA-B	4	672	31323244
HLA-B	4	671	31323245
HLA-B	4	670	31323246
HLA-B	4	669	31323247
HLA-B	4	668	31323248
HLA-B	4	667	31323249
HLA-B	4	666	31323250
HLA-B	4	665	31323251
HLA-B	4	664	31323252
HLA-B	4	663	31323253
HLA-B	4	662	31323254
HLA-B	4	661	31323255
HLA-B	4	660	31323256
HLA-B	4	659	31323257
HLA-B	4	658	31323258
HLA-B	4	657	31323259
HLA-B	4	656	31323260
HLA-B	4	655	31323261
HLA-B	4	654	31323262
HLA-B	4	653	31323263
HLA-B	4	652	31323264
HLA-B	4	651	31323265
HLA-B	4	650	31323266
HLA-B	4	649	31323267
HLA-B	4	648	31323268
HLA-B	4	647	31323269
HLA-B	4	646	31323270
HLA-B	4	645	31323271
HLA-B	4	644	31323272
HLA-B	4	643	31323273
HLA-B	4	642	31323274
HLA-B	4	641	31323275
HLA-B	4	640	31323276
HLA-B	4	639	31323277
HLA-B	4	638	31323278
HLA-B	4	637	31323279
HLA-B	4	636	31323280
HLA-B	4	635	31323281
HLA-B	4	634	31323282
HLA-B	4	633	31323283
HLA-B	4	632	31323284
HLA-B	4	631	31323285
HLA-B	4	630	31323286
HLA-B	4	629	31323287
HLA-B	4	628	31323288
HLA-B	4	627	31323289
HLA-B	4	626	31323290
HLA-B	4	625	31323291
HLA-B	4	624	31323292
HLA-B	4	623	31323293
HLA-B	4	622	31323294
HLA-B	4	621	31323295
HLA-B	4	620	31323296
HLA-B	4	619	31323297
HLA-B	4	618	31323298
HLA-B	4	617	31323299
HLA-B	4	616	31323300
HLA-B	4	615	31323301
HLA-B	4	614	31323302
HLA-B	4	613	31323303
HLA-B	4	612	31323304
HLA-B	4	611	31323305
HLA-B	4	610	31323306
HLA-B	4	609	31323307
HLA-B	4	608	31323308
HLA-B	4	607	31323309
HLA-B	4	606	31323310
HLA-B	4	605	31323311
HLA-B	4	604	31323312
HLA-B	4	603	31323313
HLA-B	4	602	31323314
HLA-B	4	601	31323315
HLA-B	4	600	31323316
HLA-B	4	599	31323317
HLA-B	4	598	31323318
HLA-B	4	597	31323319
HLA-B	4	596	31323320
HLA-B	4	595	31323321
HLA-B	4	594	31323322
HLA-B	4	593	31323323
HLA-B	4	592	31323324
HLA-B	4	591	31323325
HLA-B	4	590	31323326
HLA-B	4	589	31323327
HLA-B	4	588	31323328
HLA-B	4	587	31323329
HLA-B	4	586	31323330
HLA-B	4	585	31323331
HLA-B	4	584	31323332
HLA-B	4	583	31323333
HLA-B	4	582	31323334
HLA-B	4	581	31323335
HLA-B	4	580	31323336
HLA-B	4	579	31323337
HLA-B	4	578	31323338
HLA-B	4	577	31323339
HLA-B	4	576	31323340
HLA-B	4	575	31323341
HLA-B	4	574	31323342
HLA-B	4	573	31323343
HLA-B	4	572	31323344
HLA-B	4	571	31323345
HLA-B	4	570	31323346
HLA-B	4	569	31323347
HLA-B	4	568	31323348
HLA-B	4	567	31323349
HLA-B	4	566	31323350
HLA-B	4	565	31323351
HLA-B	4	564	31323352
HLA-B	4	563	31323353
HLA-B	4	562	31323354
HLA-B	4	561	31323355
HLA-B	4	560	31323356
HLA-B	4	559	31323357
HLA-B	4	558	31323358
HLA-B	4	557	31323359
HLA-B	4	556	31323360
HLA-B	4	555	31323361
HLA-B	4	554	31323362
HLA-B	4	553	31323363
HLA-B	4	552	31323364
HLA-B	4	551	31323365
HLA-B	4	550	31323366
HLA-B	4	549	31323367
HLA-B	4	548	31323368
HLA-B	4	547	31323369
HLA-B	3	546	31323944
HLA-B	3	545	31323945
HLA-B	3	544	31323946
HLA-B	3	543	31323947
HLA-B	3	542	31323948
HLA-B	3	541	31323949
HLA-B	3	540	31323950
HLA-B	3	539	31323951
HLA-B	3	538	31323952
HLA-B	3	537	31323953
HLA-B	3	536	31323954
HLA-B	3	535	31323955
HLA-B	3	534	31323956
HLA-B	3	533	31323957
HLA-B	3	532	31323958
HLA-B	3	531	31323959
HLA-B	3	530	31323960
HLA-B	3	529	31323961
HLA-B	3	528	31323962
HLA-B	3	527	31323963
HLA-B	3	526	31323964
HLA-B	3	525	31323965
HLA-B	3	524	31323966
HLA-B	3	523	31323967
HLA-B	3	522	31323968
HLA-B	3	521	31323969
HLA-B	3	520	31323970
HLA-B	3	519	31323971
HLA-B	3	518	31323972
HLA-B	3	517	31323973
HLA-B	3	516	31323974
HLA-B	3	515	31323975
HLA-B	3	514	31323976
HLA-B	3	513	31323977
HLA-B	3	512	31323978
HLA-B	3	511	31323979
HLA-B	3	510	31323980
HLA-B	3	509	31323981
HLA-B	3	508	31323982
HLA-B	3	507	31323983
HLA-B	3	506	31323984
HLA-B	3	505	31323985
HLA-B	3	504	31323986
HLA-B	3	503	31323987
HLA-B	3	502	31323988
HLA-B	3	501	31323989
HLA-B	3	500	31323990
HLA-B	3	499	31323991
HLA-B	3	498	31323992
HLA-B	3	497	31323993
HLA-B	3	496	31323994
HLA-B	3	495	31323995
HLA-B	3	494	31323996
HLA-B	3	493	31323997
HLA-B	3	492	31323998
HLA-B	3	491	31323999
HLA-B	3	490	31324000
HLA-B	3	489	31324001
HLA-B	3	488	31324002
HLA-B	3	487	31324003
HLA-B	3	486	31324004
HLA-B	3	485	31324005
HLA-B	3	484	31324006
HLA-B	3	483	31324007
HLA-B	3	482	31324008
HLA-B	3	481	31324009
HLA-B	3	480	31324010
HLA-B	3	479	31324011
HLA-B	3	478	31324012
HLA-B	3	477	31324013
HLA-B	3	476	31324014
HLA-B	3	475	31324015
HLA-B	3	474	31324016
HLA-B	3	473	31324017
HLA-B	3	472	31324018
HLA-B	3	471	31324019
HLA-B	3	470	31324020
HLA-B	3	469	31324021
HLA-B	3	468	31324022
HLA-B	3	467	31324023
HLA-B	3	466	31324024
HLA-B	3	465	31324025
HLA-B	3	464	31324026
HLA-B	3	463	31324027
HLA-B	3	462	31324028
HLA-B	3	461	31324029
HLA-B	3	460	31324030
HLA-B	3	459	31324031
HLA-B	3	458	31324032
HLA-B	3	457	31324033
HLA-B	3	456	31324034
HLA-B	3	455	31324035
HLA-B	3	454	31324036
HLA-B	3	453	31324037
HLA-B	3	452	31324038
HLA-B	3	451	31324039
HLA-B	3	450	31324040
HLA-B	3	449	31324041
HLA-B	3	448	31324042
HLA-B	3	447	31324043
HLA-B	3	446	31324044
HLA-B	3	445	31324045
HLA-B	3	444	31324046
HLA-B	3	443	31324047
HLA-B	3	442	31324048
HLA-B	3	441	31324049
HLA-B	3	440	31324050
HLA-B	3	439	31324051
HLA-B	3	438	31324052
HLA-B	3	437	31324053
HLA-B	3	436	31324054
HLA-B	3	435	31324055
HLA-B	3	434	31324056
HLA-B	3	433	31324057
HLA-B	3	432	31324058
HLA-B	3	431	31324059
HLA-B	3	430	31324060
HLA-B	3	429	31324061
HLA-B	3	428	31324062
HLA-B	3	427	31324063
HLA-B	3	426	31324064
HLA-B	3	425	31324065
HLA-B	3	424	31324066
HLA-B	3	423	31324067
HLA-B	3	422	31324068
HLA-B	3	421	31324069
HLA-B	3	420	31324070
HLA-B	3	419	31324071
HLA-B	3	418	31324072
HLA-B	3	417	31324073
HLA-B	3	416	31324074
HLA-B	3	415	31324075
HLA-B	3	414	31324076
HLA-B	3	413	31324077
HLA-B	3	412	31324078
HLA-B	3	411	31324079
HLA-B	3	410	31324080
HLA-B	3	409	31324081
HLA-B	3	408	31324082
HLA-B	3	407	31324083
HLA-B	3	406	31324084
HLA-B	3	405	31324085
HLA-B	3	404	31324086
HLA-B	3	403	31324087
HLA-B	3	402	31324088
HLA-B	3	401	31324089
HLA-B	3	400	31324090
HLA-B	3	399	31324091
HLA-B	3	398	31324092
HLA-B	3	397	31324093
HLA-B	3	396	31324094
HLA-B	3	395	31324095
HLA-B	3	394	31324096
HLA-B	3	393	31324097
HLA-B	3	392	31324098
HLA-B	3	391	31324099
HLA-B	3	390	31324100
HLA-B	3	389	31324101
HLA-B	3	388	31324102
HLA-B	3	387	31324103
HLA-B	3	386	31324104
HLA-B	3	385	31324105
HLA-B	3	384	31324106
HLA-B	3	383	31324107
HLA-B	3	382	31324108
HLA-B	3	381	31324109
HLA-B	3	380	31324110
HLA-B	3	379	31324111
HLA-B	3	378	31324112
HLA-B	3	377	31324113
HLA-B	3	376	31324114
HLA-B	3	375	31324115
HLA-B	3	374	31324116
HLA-B	3	373	31324117
HLA-B	3	372	31324118
HLA-B	3	371	31324119
HLA-B	3	370	31324120
HLA-B	3	369	31324121
HLA-B	3	368	31324122
HLA-B	3	367	31324123
HLA-B	3	366	31324124
HLA-B	3	365	31324125
HLA-B	3	364	31324126
HLA-B	3	363	31324127
HLA-B	3	362	31324128
HLA-B	3	361	31324129
HLA-B	3	360	31324130
HLA-B	3	359	31324131
HLA-B	3	358	31324132
HLA-B	3	357	31324133
HLA-B	3	356	31324134
HLA-B	3	355	31324135
HLA-B	3	354	31324136
HLA-B	3	353	31324137
HLA-B	3	352	31324138
HLA-B	3	351	31324139
HLA-B	3	350	31324140
HLA-B	3	349	31324141
HLA-B	3	348	31324142
HLA-B	3	347	31324143
HLA-B	3	346	31324144
HLA-B	3	345	31324145
HLA-B	3	344	31324146
HLA-B	3	343	31324147
HLA-B	3	342	31324148
HLA-B	3	341	31324149
HLA-B	3	340	31324150
HLA-B	3	339	31324151
HLA-B	3	338	31324152
HLA-B	3	337	31324153
HLA-B	3	336	31324154
HLA-B	3	335	31324155
HLA-B	3	334	31324156
HLA-B	3	333	31324157
HLA-B	3	332	31324158
HLA-B	3	331	31324159
HLA-B	3	330	31324160
HLA-B	3	329	31324161
HLA-B	3	328	31324162
HLA-B	3	327	31324163
HLA-B	3	326	31324164
HLA-B	3	325	31324165
HLA-B	3	324	31324166
HLA-B	3	323	31324167
HLA-B	3	322	31324168
HLA-B	3	321	31324169
HLA-B	3	320	31324170
HLA-B	3	319	31324171
HLA-B	3	318	31324172
HLA-B	3	317	31324173
HLA-B	3	316	31324174
HLA-B	3	315	31324175
HLA-B	3	314	31324176
HLA-B	3	313	31324177
HLA-B	3	312	31324178
HLA-B	3	311	31324179
HLA-B	3	310	31324180
HLA-B	3	309	31324181
HLA-B	3	308	31324182
HLA-B	3	307	31324183
HLA-B	3	306	31324184
HLA-B	3	305	31324185
HLA-B	3	304	31324186
HLA-B	3	303	31324187
HLA-B	3	302	31324188
HLA-B	3	301	31324189
HLA-B	3	300	31324190
HLA-B	3	299	31324191
HLA-B	3	298	31324192
HLA-B	3	297	31324193
HLA-B	3	296	31324194
HLA-B	3	295	31324195
HLA-B	3	294	31324196
HLA-B	3	293	31324197
HLA-B	3	292	31324198
HLA-B	3	291	31324199
HLA-B	3	290	31324200
HLA-B	3	289	31324201
HLA-B	3	288	31324202
HLA-B	3	287	31324203
HLA-B	3	286	31324204
HLA-B	3	285	31324205
HLA-B	3	284	31324206
HLA-B	3	283	31324207
HLA-B	3	282	31324208
HLA-B	3	281	31324209
HLA-B	3	280	31324210
HLA-B	3	279	31324211
HLA-B	3	278	31324212
HLA-B	3	277	31324213
HLA-B	3	276	31324214
HLA-B	3	275	31324215
HLA-B	3	274	31324216
HLA-B	3	273	31324217
HLA-B	3	272	31324218
HLA-B	3	271	31324219
HLA-B	2	270	31324465
HLA-B	2	269	31324466
HLA-B	2	268	31324467
HLA-B	2	267	31324468
HLA-B	2	266	31324469
HLA-B	2	265	31324470
HLA-B	2	264	31324471
HLA-B	2	263	31324472
HLA-B	2	262	31324473
HLA-B	2	261	31324474
HLA-B	2	260	31324475
HLA-B	2	259	31324476
HLA-B	2	258	31324477
HLA-B	2	257	31324478
HLA-B	2	256	31324479
HLA-B	2	255	31324480
HLA-B	2	254	31324481
HLA-B	2	253	31324482
HLA-B	2	252	31324483
HLA-B	2	251	31324484
HLA-B	2	250	31324485
HLA-B	2	249	31324486
HLA-B	2	248	31324487
HLA-B	2	247	31324488
HLA-B	2	246	31324489
HLA-B	2	245	31324490
HLA-B	2	244	31324491
HLA-B	2	243	31324492
HLA-B	2	242	31324493
HLA-B	2	241	31324494
HLA-B	2	240	31324495
HLA-B	2	239	31324496
HLA-B	2	238	31324497
HLA-B	2	237	31324498
HLA-B	2	236	31324499
HLA-B	2	235	31324500
HLA-B	2	234	31324501
HLA-B	2	233	31324502
HLA-B	2	232	31324503
HLA-B	2	231	31324504
HLA-B	2	230	31324505
HLA-B	2	229	31324506
HLA-B	2	228	31324507
HLA-B	2	227	31324508
HLA-B	2	226	31324509
HLA-B	2	225	31324510
HLA-B	2	224	31324511
HLA-B	2	223	31324512
HLA-B	2	222	31324513
HLA-B	2	221	31324514
HLA-B	2	220	31324515
HLA-B	2	219	31324516
HLA-B	2	218	31324517
HLA-B	2	217	31324518
HLA-B	2	216	31324519
HLA-B	2	215	31324520
HLA-B	2	214	31324521
HLA-B	2	213	31324522
HLA-B	2	212	31324523
HLA-B	2	211	31324524
HLA-B	2	210	31324525
HLA-B	2	209	31324526
HLA-B	2	208	31324527
HLA-B	2	207	31324528
HLA-B	2	206	31324529
HLA-B	2	205	31324530
HLA-B	2	204	31324531
HLA-B	2	203	31324532
HLA-B	2	202	31324533
HLA-B	2	201	31324534
HLA-B	2	200	31324535
HLA-B	2	199	31324536
HLA-B	2	198	31324537
HLA-B	2	197	31324538
HLA-B	2	196	31324539
HLA-B	2	195	31324540
HLA-B	2	194	31324541
HLA-B	2	193	31324542
HLA-B	2	192	31324543
HLA-B	2	191	31324544
HLA-B	2	190	31324545
HLA-B	2	189	31324546
HLA-B	2	188	31324547
HLA-B	2	187	31324548
HLA-B	2	186	31324549
HLA-B	2	185	31324550
HLA-B	2	184	31324551
HLA-B	2	183	31324552
HLA-B	2	182	31324553
HLA-B	2	181	31324554
HLA-B	2	180	31324555
HLA-B	2	179	31324556
HLA-B	2	178	31324557
HLA-B	2	177	31324558
HLA-B	2	176	31324559
HLA-B	2	175	31324560
HLA-B	2	174	31324561
HLA-B	2	173	31324562
HLA-B	2	172	31324563
HLA-B	2	171	31324564
HLA-B	2	170	31324565
HLA-B	2	169	31324566
HLA-B	2	168	31324567
HLA-B	2	167	31324568
HLA-B	2	166	31324569
HLA-B	2	165	31324570
HLA-B	2	164	31324571
HLA-B	2	163	31324572
HLA-B	2	162	31324573
HLA-B	2	161	31324574
HLA-B	2	160	31324575
HLA-B	2	159	31324576
HLA-B	2	158	31324577
HLA-B	2	157	31324578
HLA-B	2	156	31324579
HLA-B	2	155	31324580
HLA-B	2	154	31324581
HLA-B	2	153	31324582
HLA-B	2	152	31324583
HLA-B	2	151	31324584
HLA-B	2	150	31324585
HLA-B	2	149	31324586
HLA-B	2	148	31324587
HLA-B	2	147	31324588
HLA-B	2	146	31324589
HLA-B	2	145	31324590
HLA-B	2	144	31324591
HLA-B	2	143	31324592
HLA-B	2	142	31324593
HLA-B	2	141	31324594
HLA-B	2	140	31324595
HLA-B	2	139	31324596
HLA-B	2	138	31324597
HLA-B	2	137	31324598
HLA-B	2	136	31324599
HLA-B	2	135	31324600
HLA-B	2	134	31324601
HLA-B	2	133	31324602
HLA-B	2	132	31324603
HLA-B	2	131	31324604
HLA-B	2	130	31324605
HLA-B	2	129	31324606
HLA-B	2	128	31324607
HLA-B	2	127	31324608
HLA-B	2	126	31324609
HLA-B	2	125	31324610
HLA-B	2	124	31324611
HLA-B	2	123	31324612
HLA-B	2	122	31324613
HLA-B	2	121	31324614
HLA-B	2	120	31324615
HLA-B	2	119	31324616
HLA-B	2	118	31324617
HLA-B	2	117	31324618
HLA-B	2	116	31324619
HLA-B	2	115	31324620
HLA-B	2	114	31324621
HLA-B	2	113	31324622
HLA-B	2	112	31324623
HLA-B	2	111	31324624
HLA-B	2	110	31324625
HLA-B	2	109	31324626
HLA-B	2	108	31324627
HLA-B	2	107	31324628
HLA-B	2	106	31324629
HLA-B	2	105	31324630
HLA-B	2	104	31324631
HLA-B	2	103	31324632
HLA-B	2	102	31324633
HLA-B	2	101	31324634
HLA-B	2	100	31324635
HLA-B	2	99	31324636
HLA-B	2	98	31324637
HLA-B	2	97	31324638
HLA-B	2	96	31324639
HLA-B	2	95	31324640
HLA-B	2	94	31324641
HLA-B	2	93	31324642
HLA-B	2	92	31324643
HLA-B	2	91	31324644
HLA-B	2	90	31324645
HLA-B	2	89	31324646
HLA-B	2	88	31324647
HLA-B	2	87	31324648
HLA-B	2	86	31324649
HLA-B	2	85	31324650
HLA-B	2	84	31324651
HLA-B	2	83	31324652
HLA-B	2	82	31324653
HLA-B	2	81	31324654
HLA-B	2	80	31324655
HLA-B	2	79	31324656
HLA-B	2	78	31324657
HLA-B	2	77	31324658
HLA-B	2	76	31324659
HLA-B	2	75	31324660
HLA-B	2	74	31324661
HLA-B	2	73	31324662
HLA-B	2	72	31324663
HLA-B	2	71	31324664
HLA-B	2	70	31324665
HLA-B	2	69	31324666
HLA-B	2	68	31324667
HLA-B	2	67	31324668
HLA-B	2	66	31324669
HLA-B	2	65	31324670
HLA-B	2	64	31324671
HLA-B	2	63	31324672
HLA-B	2	62	31324673
HLA-B	2	61	31324674
HLA-B	2	60	31324675
HLA-B	2	59	31324676
HLA-B	2	58	31324677
HLA-B	2	57	31324678
HLA-B	2	56	31324679
HLA-B	2	55	31324680
HLA-B	2	54	31324681
HLA-B	2	53	31324682
HLA-B	2	52	31324683
HLA-B	2	51	31324684
HLA-B	2	50	31324685
HLA-B	2	49	31324686
HLA-B	2	48	31324687
HLA-B	2	47	31324688
HLA-B	2	46	31324689
HLA-B	2	45	31324690
HLA-B	2	44	31324691
HLA-B	2	43	31324692
HLA-B	2	42	31324693
HLA-B	2	41	31324694
HLA-B	2	40	31324695
HLA-B	2	39	31324696
HLA-B	2	38	31324697
HLA-B	2	37	31324698
HLA-B	2	36	31324699
HLA-B	2	35	31324700
HLA-B	2	34	31324701
HLA-B	2	33	31324702
HLA-B	2	32	31324703
HLA-B	2	31	31324704
HLA-B	2	30	31324705
HLA-B	2	29	31324706
HLA-B	2	28	31324707
HLA-B	2	27	31324708
HLA-B	2	26	31324709
HLA-B	2	25	31324710
HLA-B	2	24	31324711
HLA-B	2	23	31324712
HLA-B	2	22	31324713
HLA-B	2	21	31324714
HLA-B	2	20	31324715
HLA-B	2	19	31324716
HLA-B	2	18	31324717
HLA-B	2	17	31324718
HLA-B	2	16	31324719
HLA-B	2	15	31324720
HLA-B	2	14	31324721
HLA-B	2	13	31324722
HLA-B	2	12	31324723
HLA-B	2	11	31324724
HLA-B	2	10	31324725
HLA-B	2	9	31324726
HLA-B	2	8	31324727
HLA-B	2	7	31324728
HLA-B	2	6	31324729
HLA-B	2	5	31324730
HLA-B	2	4	31324731
HLA-B	2	3	31324732
HLA-B	2	2	31324733
HLA-B	2	1	31324734
HLA-C	8	1448	31236526
HLA-C	8	1447	31236527
HLA-C	8	1446	31236528
HLA-C	8	1445	31236529
HLA-C	8	1444	31236530
HLA-C	8	1443	31236531
HLA-C	8	1442	31236532
HLA-C	8	1441	31236533
HLA-C	8	1440	31236534
HLA-C	8	1439	31236535
HLA-C	8	1438	31236536
HLA-C	8	1437	31236537
HLA-C	8	1436	31236538
HLA-C	8	1435	31236539
HLA-C	8	1434	31236540
HLA-C	8	1433	31236541
HLA-C	8	1432	31236542
HLA-C	8	1431	31236543
HLA-C	8	1430	31236544
HLA-C	8	1429	31236545
HLA-C	8	1428	31236546
HLA-C	8	1427	31236547
HLA-C	8	1426	31236548
HLA-C	8	1425	31236549
HLA-C	8	1424	31236550
HLA-C	8	1423	31236551
